Date,Hour,Target
08/12/2021 ,1,57.77
08/12/2021 ,2,53.68
08/12/2021 ,3,51.06
08/12/2021 ,4,48.77
08/12/2021 ,5,49.64
08/12/2021 ,6,52.94
08/12/2021 ,7,69.46
08/12/2021 ,8,54.68
08/12/2021 ,9,51.1
08/12/2021 ,10,50.97
08/12/2021 ,11,53.89
08/12/2021 ,12,60.93
08/12/2021 ,13,70.31
08/12/2021 ,14,76.25
08/12/2021 ,15,85.33
08/12/2021 ,16,93.17
08/12/2021 ,17,97.32
08/12/2021 ,18,112.56
08/12/2021 ,19,160.95
08/12/2021 ,20,159.01
08/12/2021 ,21,118.32
08/12/2021 ,22,97
08/12/2021 ,23,75.47
08/12/2021 ,24,67.16
08/13/2021 ,1,57.7
08/13/2021 ,2,54.64
08/13/2021 ,3,53.57
08/13/2021 ,4,50.08
08/13/2021 ,5,50.73
08/13/2021 ,6,53.09
08/13/2021 ,7,63.57
08/13/2021 ,8,52.22
08/13/2021 ,9,47.3
08/13/2021 ,10,46.51
08/13/2021 ,11,48.04
08/13/2021 ,12,50.69
08/13/2021 ,13,60.33
08/13/2021 ,14,70.59
08/13/2021 ,15,76.16
08/13/2021 ,16,82.19
08/13/2021 ,17,81.42
08/13/2021 ,18,92.38
08/13/2021 ,19,114.4
08/13/2021 ,20,139.97
08/13/2021 ,21,97.17
08/13/2021 ,22,86.58
08/13/2021 ,23,70.32
08/13/2021 ,24,61.13
08/14/2021 ,1,54.01
08/14/2021 ,2,49.59
08/14/2021 ,3,48.5
08/14/2021 ,4,46.98
08/14/2021 ,5,46.89
08/14/2021 ,6,49.19
08/14/2021 ,7,45.82
08/14/2021 ,8,41.14
08/14/2021 ,9,37.93
08/14/2021 ,10,37.39
08/14/2021 ,11,38.11
08/14/2021 ,12,39.83
08/14/2021 ,13,48.12
08/14/2021 ,14,50.69
08/14/2021 ,15,54.13
08/14/2021 ,16,59.94
08/14/2021 ,17,61.59
08/14/2021 ,18,64.49
08/14/2021 ,19,82.11
08/14/2021 ,20,91.63
08/14/2021 ,21,78.11
08/14/2021 ,22,67.67
08/14/2021 ,23,59.94
08/14/2021 ,24,54.61
08/15/2021 ,1,53.22
08/15/2021 ,2,49.07
08/15/2021 ,3,48.26
08/15/2021 ,4,46.88
08/15/2021 ,5,46.27
08/15/2021 ,6,47.82
08/15/2021 ,7,46.13
08/15/2021 ,8,40.72
08/15/2021 ,9,35.86
08/15/2021 ,10,36
08/15/2021 ,11,39.68
08/15/2021 ,12,42.6
08/15/2021 ,13,46.82
08/15/2021 ,14,50.37
08/15/2021 ,15,57.44
08/15/2021 ,16,60.27
08/15/2021 ,17,64.49
08/15/2021 ,18,67.36
08/15/2021 ,19,90.11
08/15/2021 ,20,98.19
08/15/2021 ,21,79.57
08/15/2021 ,22,68.19
08/15/2021 ,23,59
08/15/2021 ,24,54.36
08/16/2021 ,1,52.86
08/16/2021 ,2,49.64
08/16/2021 ,3,48.34
08/16/2021 ,4,47.28
08/16/2021 ,5,48.16
08/16/2021 ,6,54.72
08/16/2021 ,7,55.78
08/16/2021 ,8,50.89
08/16/2021 ,9,44.38
08/16/2021 ,10,45.63
08/16/2021 ,11,47.71
08/16/2021 ,12,51.03
08/16/2021 ,13,58.56
08/16/2021 ,14,64
08/16/2021 ,15,67.9
08/16/2021 ,16,69.04
08/16/2021 ,17,73.67
08/16/2021 ,18,82.1
08/16/2021 ,19,103.86
08/16/2021 ,20,112.59
08/16/2021 ,21,86.84
08/16/2021 ,22,76.63
08/16/2021 ,23,66.65
08/16/2021 ,24,57.92
08/17/2021 ,1,59.1
08/17/2021 ,2,55.26
08/17/2021 ,3,52.12
08/17/2021 ,4,51.46
08/17/2021 ,5,57.92
08/17/2021 ,6,63.02
08/17/2021 ,7,61.7
08/17/2021 ,8,56.24
08/17/2021 ,9,47.08
08/17/2021 ,10,45.16
08/17/2021 ,11,45.93
08/17/2021 ,12,49.76
08/17/2021 ,13,54.95
08/17/2021 ,14,58.9
08/17/2021 ,15,59.57
08/17/2021 ,16,60.7
08/17/2021 ,17,62.18
08/17/2021 ,18,66.56
08/17/2021 ,19,81.25
08/17/2021 ,20,96.43
08/17/2021 ,21,81.41
08/17/2021 ,22,72.88
08/17/2021 ,23,67.99
08/17/2021 ,24,60.95
08/18/2021 ,1,50.12
08/18/2021 ,2,48.07
08/18/2021 ,3,46.38
08/18/2021 ,4,45.88
08/18/2021 ,5,48.59
08/18/2021 ,6,50.78
08/18/2021 ,7,54.13
08/18/2021 ,8,49.52
08/18/2021 ,9,42.67
08/18/2021 ,10,40.96
08/18/2021 ,11,40.32
08/18/2021 ,12,40.35
08/18/2021 ,13,43.67
08/18/2021 ,14,45.23
08/18/2021 ,15,47.1
08/18/2021 ,16,48.78
08/18/2021 ,17,48.52
08/18/2021 ,18,52.26
08/18/2021 ,19,62.38
08/18/2021 ,20,72.69
08/18/2021 ,21,63.31
08/18/2021 ,22,60.45
08/18/2021 ,23,52.86
08/18/2021 ,24,52.73
08/19/2021 ,1,46.74
08/19/2021 ,2,45.66
08/19/2021 ,3,44.34
08/19/2021 ,4,44
08/19/2021 ,5,46.91
08/19/2021 ,6,50.3
08/19/2021 ,7,51.14
08/19/2021 ,8,46.75
08/19/2021 ,9,39.61
08/19/2021 ,10,38.83
08/19/2021 ,11,37.94
08/19/2021 ,12,37.98
08/19/2021 ,13,39.12
08/19/2021 ,14,41.43
08/19/2021 ,15,43.89
08/19/2021 ,16,45.78
08/19/2021 ,17,45.09
08/19/2021 ,18,50.51
08/19/2021 ,19,60.32
08/19/2021 ,20,69.25
08/19/2021 ,21,61.72
08/19/2021 ,22,59.69
08/19/2021 ,23,52.66
08/19/2021 ,24,48.77
08/20/2021 ,1,43.88
08/20/2021 ,2,43.27
08/20/2021 ,3,42.31
08/20/2021 ,4,42.26
08/20/2021 ,5,44.81
08/20/2021 ,6,47.66
08/20/2021 ,7,49.16
08/20/2021 ,8,43.89
08/20/2021 ,9,37.93
08/20/2021 ,10,36.9
08/20/2021 ,11,31.53
08/20/2021 ,12,33.54
08/20/2021 ,13,36.73
08/20/2021 ,14,39.04
08/20/2021 ,15,41.99
08/20/2021 ,16,45.26
08/20/2021 ,17,45.82
08/20/2021 ,18,52.34
08/20/2021 ,19,60.88
08/20/2021 ,20,66.58
08/20/2021 ,21,56.87
08/20/2021 ,22,55.67
08/20/2021 ,23,50.06
08/20/2021 ,24,46.96
08/21/2021 ,1,44.11
08/21/2021 ,2,43.83
08/21/2021 ,3,42.56
08/21/2021 ,4,40.97
08/21/2021 ,5,42.25
08/21/2021 ,6,46.58
08/21/2021 ,7,44.45
08/21/2021 ,8,39.98
08/21/2021 ,9,33.29
08/21/2021 ,10,30.09
08/21/2021 ,11,26.58
08/21/2021 ,12,24.98
08/21/2021 ,13,28.47
08/21/2021 ,14,30.75
08/21/2021 ,15,31.45
08/21/2021 ,16,33.86
08/21/2021 ,17,37.72
08/21/2021 ,18,40.86
08/21/2021 ,19,51.5
08/21/2021 ,20,57.11
08/21/2021 ,21,51.89
08/21/2021 ,22,51.18
08/21/2021 ,23,47.79
08/21/2021 ,24,45.81
08/22/2021 ,1,40.07
08/22/2021 ,2,40.39
08/22/2021 ,3,39.17
08/22/2021 ,4,37.72
08/22/2021 ,5,37.92
08/22/2021 ,6,38.42
08/22/2021 ,7,40.8
08/22/2021 ,8,37.26
08/22/2021 ,9,28.47
08/22/2021 ,10,25.48
08/22/2021 ,11,24.69
08/22/2021 ,12,24.63
08/22/2021 ,13,25.42
08/22/2021 ,14,28.53
08/22/2021 ,15,35.18
08/22/2021 ,16,36.13
08/22/2021 ,17,36.25
08/22/2021 ,18,43.59
08/22/2021 ,19,51.39
08/22/2021 ,20,59.63
08/22/2021 ,21,54.95
08/22/2021 ,22,51.36
08/22/2021 ,23,46.67
08/22/2021 ,24,42.18
08/23/2021 ,1,45.56
08/23/2021 ,2,42.27
08/23/2021 ,3,41.27
08/23/2021 ,4,41.14
08/23/2021 ,5,43.51
08/23/2021 ,6,47.99
08/23/2021 ,7,49.47
08/23/2021 ,8,46.92
08/23/2021 ,9,39.29
08/23/2021 ,10,37.88
08/23/2021 ,11,34.49
08/23/2021 ,12,35.73
08/23/2021 ,13,37.26
08/23/2021 ,14,39
08/23/2021 ,15,42.52
08/23/2021 ,16,44.46
08/23/2021 ,17,45.38
08/23/2021 ,18,49.91
08/23/2021 ,19,60.21
08/23/2021 ,20,70.3
08/23/2021 ,21,59
08/23/2021 ,22,53.76
08/23/2021 ,23,49.38
08/23/2021 ,24,45.38
08/24/2021 ,1,45.31
08/24/2021 ,2,43.57
08/24/2021 ,3,42.41
08/24/2021 ,4,42.22
08/24/2021 ,5,43.34
08/24/2021 ,6,47.86
08/24/2021 ,7,49.21
08/24/2021 ,8,45.91
08/24/2021 ,9,39.68
08/24/2021 ,10,38.12
08/24/2021 ,11,34.86
08/24/2021 ,12,34.2
08/24/2021 ,13,37.38
08/24/2021 ,14,39.73
08/24/2021 ,15,43.06
08/24/2021 ,16,44.83
08/24/2021 ,17,46.23
08/24/2021 ,18,52.76
08/24/2021 ,19,63.16
08/24/2021 ,20,70.14
08/24/2021 ,21,60.05
08/24/2021 ,22,56.91
08/24/2021 ,23,50.64
08/24/2021 ,24,47.93
08/25/2021 ,1,46.04
08/25/2021 ,2,45.09
08/25/2021 ,3,45.24
08/25/2021 ,4,43.86
08/25/2021 ,5,44.32
08/25/2021 ,6,48.19
08/25/2021 ,7,51.29
08/25/2021 ,8,48.82
08/25/2021 ,9,42.61
08/25/2021 ,10,42.35
08/25/2021 ,11,40.75
08/25/2021 ,12,41.03
08/25/2021 ,13,43.29
08/25/2021 ,14,46.23
08/25/2021 ,15,48.38
08/25/2021 ,16,50.25
08/25/2021 ,17,52.59
08/25/2021 ,18,56.83
08/25/2021 ,19,72.76
08/25/2021 ,20,72.95
08/25/2021 ,21,61.49
08/25/2021 ,22,58.62
08/25/2021 ,23,49.62
08/25/2021 ,24,48.47
08/26/2021 ,1,46.92
08/26/2021 ,2,45.73
08/26/2021 ,3,45.47
08/26/2021 ,4,46.24
08/26/2021 ,5,46.39
08/26/2021 ,6,49.81
08/26/2021 ,7,52.81
08/26/2021 ,8,50.48
08/26/2021 ,9,43.78
08/26/2021 ,10,42.66
08/26/2021 ,11,43.29
08/26/2021 ,12,45.83
08/26/2021 ,13,47.48
08/26/2021 ,14,51.08
08/26/2021 ,15,54.45
08/26/2021 ,16,57.51
08/26/2021 ,17,58.1
08/26/2021 ,18,68.52
08/26/2021 ,19,88.07
08/26/2021 ,20,96.89
08/26/2021 ,21,77.8
08/26/2021 ,22,68.4
08/26/2021 ,23,56.18
08/26/2021 ,24,55.25
08/27/2021 ,1,52.87
08/27/2021 ,2,49.49
08/27/2021 ,3,48.71
08/27/2021 ,4,48.18
08/27/2021 ,5,48.33
08/27/2021 ,6,52.16
08/27/2021 ,7,55.19
08/27/2021 ,8,53.11
08/27/2021 ,9,45.5
08/27/2021 ,10,44.17
08/27/2021 ,11,45.41
08/27/2021 ,12,47.01
08/27/2021 ,13,53.01
08/27/2021 ,14,58.34
08/27/2021 ,15,62.29
08/27/2021 ,16,62.8
08/27/2021 ,17,66.54
08/27/2021 ,18,80.01
08/27/2021 ,19,127.67
08/27/2021 ,20,116.21
08/27/2021 ,21,92.9
08/27/2021 ,22,81.71
08/27/2021 ,23,61.36
08/27/2021 ,24,58.99
08/28/2021 ,1,52.88
08/28/2021 ,2,50.53
08/28/2021 ,3,50
08/28/2021 ,4,49.82
08/28/2021 ,5,50.1
08/28/2021 ,6,50.88
08/28/2021 ,7,51.54
08/28/2021 ,8,48.53
08/28/2021 ,9,39.24
08/28/2021 ,10,39.4
08/28/2021 ,11,42.66
08/28/2021 ,12,47.08
08/28/2021 ,13,50.27
08/28/2021 ,14,55.03
08/28/2021 ,15,63.28
08/28/2021 ,16,76.19
08/28/2021 ,17,76.61
08/28/2021 ,18,91.57
08/28/2021 ,19,131.86
08/28/2021 ,20,110.81
08/28/2021 ,21,86.79
08/28/2021 ,22,75.92
08/28/2021 ,23,63.34
08/28/2021 ,24,59.89
08/29/2021 ,1,57
08/29/2021 ,2,53.64
08/29/2021 ,3,51.71
08/29/2021 ,4,50.11
08/29/2021 ,5,51.34
08/29/2021 ,6,51.32
08/29/2021 ,7,50.97
08/29/2021 ,8,48.39
08/29/2021 ,9,40.37
08/29/2021 ,10,41.35
08/29/2021 ,11,43.77
08/29/2021 ,12,48.93
08/29/2021 ,13,49.35
08/29/2021 ,14,52.91
08/29/2021 ,15,62.54
08/29/2021 ,16,69.94
08/29/2021 ,17,75.71
08/29/2021 ,18,85.73
08/29/2021 ,19,133.29
08/29/2021 ,20,111.17
08/29/2021 ,21,83.35
08/29/2021 ,22,73.5
08/29/2021 ,23,62.68
08/29/2021 ,24,57.9
08/30/2021 ,1,49.76
08/30/2021 ,2,49.38
08/30/2021 ,3,47.78
08/30/2021 ,4,47.64
08/30/2021 ,5,47.82
08/30/2021 ,6,50.18
08/30/2021 ,7,56.36
08/30/2021 ,8,53.59
08/30/2021 ,9,48.16
08/30/2021 ,10,48.07
08/30/2021 ,11,48.36
08/30/2021 ,12,50.15
08/30/2021 ,13,52.77
08/30/2021 ,14,60.32
08/30/2021 ,15,64.15
08/30/2021 ,16,71.27
08/30/2021 ,17,75.55
08/30/2021 ,18,89.28
08/30/2021 ,19,124.08
08/30/2021 ,20,105.4
08/30/2021 ,21,87.14
08/30/2021 ,22,72.79
08/30/2021 ,23,63.52
08/30/2021 ,24,57.54
08/31/2021 ,1,52.35
08/31/2021 ,2,49.93
08/31/2021 ,3,49.71
08/31/2021 ,4,49.65
08/31/2021 ,5,49.73
08/31/2021 ,6,51.04
08/31/2021 ,7,54.23
08/31/2021 ,8,50.35
08/31/2021 ,9,46.88
08/31/2021 ,10,47.22
08/31/2021 ,11,46.64
08/31/2021 ,12,47.53
08/31/2021 ,13,49.97
08/31/2021 ,14,51.69
08/31/2021 ,15,53.09
08/31/2021 ,16,57.3
08/31/2021 ,17,59.55
08/31/2021 ,18,68.06
08/31/2021 ,19,88.27
08/31/2021 ,20,81.73
08/31/2021 ,21,70.32
08/31/2021 ,22,64.64
08/31/2021 ,23,59.02
08/31/2021 ,24,53.11
09/01/2021 ,1,52.07
09/01/2021 ,2,48.91
09/01/2021 ,3,47.62
09/01/2021 ,4,46.9
09/01/2021 ,5,48.82
09/01/2021 ,6,53.2
09/01/2021 ,7,58.7
09/01/2021 ,8,54.19
09/01/2021 ,9,45.25
09/01/2021 ,10,44.85
09/01/2021 ,11,42.73
09/01/2021 ,12,38.09
09/01/2021 ,13,40.97
09/01/2021 ,14,42.99
09/01/2021 ,15,45.18
09/01/2021 ,16,47.25
09/01/2021 ,17,49.51
09/01/2021 ,18,57.56
09/01/2021 ,19,73.66
09/01/2021 ,20,80.96
09/01/2021 ,21,65.75
09/01/2021 ,22,59.39
09/01/2021 ,23,54.37
09/01/2021 ,24,51.84
09/02/2021 ,1,51.04
09/02/2021 ,2,50.12
09/02/2021 ,3,49.7
09/02/2021 ,4,49.71
09/02/2021 ,5,51.46
09/02/2021 ,6,53.96
09/02/2021 ,7,62.25
09/02/2021 ,8,53.68
09/02/2021 ,9,44.7
09/02/2021 ,10,42.58
09/02/2021 ,11,41.51
09/02/2021 ,12,40.86
09/02/2021 ,13,41.12
09/02/2021 ,14,43.04
09/02/2021 ,15,47.33
09/02/2021 ,16,50.36
09/02/2021 ,17,50.98
09/02/2021 ,18,57.88
09/02/2021 ,19,73.09
09/02/2021 ,20,75.86
09/02/2021 ,21,64.3
09/02/2021 ,22,60
09/02/2021 ,23,55.78
09/02/2021 ,24,51.91
09/03/2021 ,1,52.21
09/03/2021 ,2,52.44
09/03/2021 ,3,49.84
09/03/2021 ,4,48.6
09/03/2021 ,5,49.93
09/03/2021 ,6,52.83
09/03/2021 ,7,58.51
09/03/2021 ,8,50.38
09/03/2021 ,9,42.82
09/03/2021 ,10,41.82
09/03/2021 ,11,41.89
09/03/2021 ,12,42.53
09/03/2021 ,13,43.12
09/03/2021 ,14,46.11
09/03/2021 ,15,47.93
09/03/2021 ,16,51.71
09/03/2021 ,17,53.11
09/03/2021 ,18,63.26
09/03/2021 ,19,82.99
09/03/2021 ,20,83.43
09/03/2021 ,21,68.28
09/03/2021 ,22,62
09/03/2021 ,23,57.37
09/03/2021 ,24,53.21
09/04/2021 ,1,51.61
09/04/2021 ,2,51.64
09/04/2021 ,3,50.75
09/04/2021 ,4,50.27
09/04/2021 ,5,50.72
09/04/2021 ,6,52.76
09/04/2021 ,7,53.04
09/04/2021 ,8,48.13
09/04/2021 ,9,38.78
09/04/2021 ,10,32.85
09/04/2021 ,11,33.7
09/04/2021 ,12,40.32
09/04/2021 ,13,41.43
09/04/2021 ,14,45.71
09/04/2021 ,15,49.68
09/04/2021 ,16,53.05
09/04/2021 ,17,57.88
09/04/2021 ,18,72.99
09/04/2021 ,19,100.65
09/04/2021 ,20,96.71
09/04/2021 ,21,77.57
09/04/2021 ,22,69.21
09/04/2021 ,23,62.55
09/04/2021 ,24,53.9
09/05/2021 ,1,52.91
09/05/2021 ,2,51.99
09/05/2021 ,3,52.63
09/05/2021 ,4,50.87
09/05/2021 ,5,50.87
09/05/2021 ,6,51.8
09/05/2021 ,7,52.06
09/05/2021 ,8,48.5
09/05/2021 ,9,37.89
09/05/2021 ,10,34.67
09/05/2021 ,11,37.1
09/05/2021 ,12,42.7
09/05/2021 ,13,46.61
09/05/2021 ,14,50.39
09/05/2021 ,15,52.07
09/05/2021 ,16,56.11
09/05/2021 ,17,64.98
09/05/2021 ,18,75.19
09/05/2021 ,19,120.08
09/05/2021 ,20,97.28
09/05/2021 ,21,82.91
09/05/2021 ,22,72.94
09/05/2021 ,23,62.57
09/05/2021 ,24,56.35
09/06/2021 ,1,53.26
09/06/2021 ,2,52.06
09/06/2021 ,3,51.16
09/06/2021 ,4,49.91
09/06/2021 ,5,51.04
09/06/2021 ,6,52.38
09/06/2021 ,7,53.13
09/06/2021 ,8,49.76
09/06/2021 ,9,39.98
09/06/2021 ,10,36.72
09/06/2021 ,11,41.99
09/06/2021 ,12,46.11
09/06/2021 ,13,51.31
09/06/2021 ,14,53.68
09/06/2021 ,15,60.45
09/06/2021 ,16,65.08
09/06/2021 ,17,78.94
09/06/2021 ,18,94.11
09/06/2021 ,19,132.99
09/06/2021 ,20,99.28
09/06/2021 ,21,85.01
09/06/2021 ,22,77.96
09/06/2021 ,23,61.38
09/06/2021 ,24,56.79
09/07/2021 ,1,55.88
09/07/2021 ,2,51.46
09/07/2021 ,3,51.53
09/07/2021 ,4,51.05
09/07/2021 ,5,51.84
09/07/2021 ,6,56.11
09/07/2021 ,7,73.13
09/07/2021 ,8,64.63
09/07/2021 ,9,51.19
09/07/2021 ,10,50.49
09/07/2021 ,11,49.02
09/07/2021 ,12,52.66
09/07/2021 ,13,60.73
09/07/2021 ,14,70.69
09/07/2021 ,15,80.26
09/07/2021 ,16,87.95
09/07/2021 ,17,89.85
09/07/2021 ,18,113.73
09/07/2021 ,19,158.17
09/07/2021 ,20,132.94
09/07/2021 ,21,93.63
09/07/2021 ,22,85.04
09/07/2021 ,23,74.11
09/07/2021 ,24,64.15
09/08/2021 ,1,80.24
09/08/2021 ,2,76.31
09/08/2021 ,3,70.17
09/08/2021 ,4,68.28
09/08/2021 ,5,75.49
09/08/2021 ,6,89.58
09/08/2021 ,7,93.75
09/08/2021 ,8,91.7
09/08/2021 ,9,71.32
09/08/2021 ,10,71.22
09/08/2021 ,11,77.95
09/08/2021 ,12,82.48
09/08/2021 ,13,85.84
09/08/2021 ,14,90.31
09/08/2021 ,15,114.17
09/08/2021 ,16,116.91
09/08/2021 ,17,125.67
09/08/2021 ,18,167.43
09/08/2021 ,19,274.06
09/08/2021 ,20,203.64
09/08/2021 ,21,146.22
09/08/2021 ,22,124.25
09/08/2021 ,23,102.03
09/08/2021 ,24,96.54
09/09/2021 ,1,101.69
09/09/2021 ,2,93.15
09/09/2021 ,3,86.02
09/09/2021 ,4,80.07
09/09/2021 ,5,93.42
09/09/2021 ,6,107.15
09/09/2021 ,7,111.97
09/09/2021 ,8,117.69
09/09/2021 ,9,91.46
09/09/2021 ,10,80.85
09/09/2021 ,11,88.98
09/09/2021 ,12,93.53
09/09/2021 ,13,94.04
09/09/2021 ,14,102.12
09/09/2021 ,15,109.14
09/09/2021 ,16,118.56
09/09/2021 ,17,124.29
09/09/2021 ,18,218.07
09/09/2021 ,19,498.64
09/09/2021 ,20,299.21
09/09/2021 ,21,155.46
09/09/2021 ,22,121.77
09/09/2021 ,23,107.57
09/09/2021 ,24,109.09
09/10/2021 ,1,75.36
09/10/2021 ,2,70.93
09/10/2021 ,3,66.48
09/10/2021 ,4,66.5
09/10/2021 ,5,69.6
09/10/2021 ,6,74.96
09/10/2021 ,7,92.07
09/10/2021 ,8,71.39
09/10/2021 ,9,56.57
09/10/2021 ,10,55.08
09/10/2021 ,11,55.37
09/10/2021 ,12,59.11
09/10/2021 ,13,63.85
09/10/2021 ,14,67.66
09/10/2021 ,15,70.95
09/10/2021 ,16,70.58
09/10/2021 ,17,75.23
09/10/2021 ,18,87.23
09/10/2021 ,19,140.34
09/10/2021 ,20,134.6
09/10/2021 ,21,107.64
09/10/2021 ,22,91.4
09/10/2021 ,23,83
09/10/2021 ,24,77.42
09/11/2021 ,1,63.56
09/11/2021 ,2,60.46
09/11/2021 ,3,59.36
09/11/2021 ,4,58.51
09/11/2021 ,5,58.23
09/11/2021 ,6,60.3
09/11/2021 ,7,69.11
09/11/2021 ,8,58.57
09/11/2021 ,9,49.7
09/11/2021 ,10,44.03
09/11/2021 ,11,47.1
09/11/2021 ,12,51.85
09/11/2021 ,13,55.44
09/11/2021 ,14,56.29
09/11/2021 ,15,60.51
09/11/2021 ,16,63.47
09/11/2021 ,17,67.66
09/11/2021 ,18,84.19
09/11/2021 ,19,111.45
09/11/2021 ,20,99.82
09/11/2021 ,21,88.65
09/11/2021 ,22,83.41
09/11/2021 ,23,71.79
09/11/2021 ,24,68.34
09/12/2021 ,1,60.25
09/12/2021 ,2,59.35
09/12/2021 ,3,58.69
09/12/2021 ,4,58.61
09/12/2021 ,5,58.86
09/12/2021 ,6,58.99
09/12/2021 ,7,62.18
09/12/2021 ,8,59.91
09/12/2021 ,9,44.43
09/12/2021 ,10,39.67
09/12/2021 ,11,41.67
09/12/2021 ,12,49.72
09/12/2021 ,13,54.61
09/12/2021 ,14,57.34
09/12/2021 ,15,59.61
09/12/2021 ,16,61.67
09/12/2021 ,17,65.57
09/12/2021 ,18,83.54
09/12/2021 ,19,108.43
09/12/2021 ,20,99.27
09/12/2021 ,21,83.64
09/12/2021 ,22,77.01
09/12/2021 ,23,60.93
09/12/2021 ,24,60.63
09/13/2021 ,1,61.14
09/13/2021 ,2,56.5
09/13/2021 ,3,54.91
09/13/2021 ,4,54.68
09/13/2021 ,5,56.49
09/13/2021 ,6,59.54
09/13/2021 ,7,75.36
09/13/2021 ,8,63.9
09/13/2021 ,9,53.33
09/13/2021 ,10,51.76
09/13/2021 ,11,51.6
09/13/2021 ,12,55.58
09/13/2021 ,13,60.56
09/13/2021 ,14,64.3
09/13/2021 ,15,70.91
09/13/2021 ,16,74.02
09/13/2021 ,17,83.87
09/13/2021 ,18,98.6
09/13/2021 ,19,146.89
09/13/2021 ,20,110
09/13/2021 ,21,95.15
09/13/2021 ,22,82.91
09/13/2021 ,23,71.46
09/13/2021 ,24,65.83
09/14/2021 ,1,60.61
09/14/2021 ,2,59.78
09/14/2021 ,3,58.16
09/14/2021 ,4,57.22
09/14/2021 ,5,58.09
09/14/2021 ,6,62.03
09/14/2021 ,7,74.59
09/14/2021 ,8,66.26
09/14/2021 ,9,52.02
09/14/2021 ,10,46.24
09/14/2021 ,11,50.61
09/14/2021 ,12,55.46
09/14/2021 ,13,59.02
09/14/2021 ,14,63.31
09/14/2021 ,15,66
09/14/2021 ,16,72.43
09/14/2021 ,17,78.79
09/14/2021 ,18,96.07
09/14/2021 ,19,118.83
09/14/2021 ,20,98.9
09/14/2021 ,21,89.24
09/14/2021 ,22,77.39
09/14/2021 ,23,70.53
09/14/2021 ,24,64.91
09/15/2021 ,1,59.94
09/15/2021 ,2,58.45
09/15/2021 ,3,57.95
09/15/2021 ,4,57.78
09/15/2021 ,5,58.54
09/15/2021 ,6,62.95
09/15/2021 ,7,72.04
09/15/2021 ,8,63.73
09/15/2021 ,9,49.93
09/15/2021 ,10,46.08
09/15/2021 ,11,45.9
09/15/2021 ,12,47.17
09/15/2021 ,13,53.56
09/15/2021 ,14,59.44
09/15/2021 ,15,62.46
09/15/2021 ,16,62.49
09/15/2021 ,17,61.2
09/15/2021 ,18,71.05
09/15/2021 ,19,104.27
09/15/2021 ,20,92.19
09/15/2021 ,21,76.05
09/15/2021 ,22,68.8
09/15/2021 ,23,62.77
09/15/2021 ,24,59.02
09/16/2021 ,1,62.72
09/16/2021 ,2,58.1
09/16/2021 ,3,57.59
09/16/2021 ,4,57.12
09/16/2021 ,5,60.82
09/16/2021 ,6,64.77
09/16/2021 ,7,72.38
09/16/2021 ,8,62.85
09/16/2021 ,9,51.48
09/16/2021 ,10,49.37
09/16/2021 ,11,45.52
09/16/2021 ,12,45.73
09/16/2021 ,13,52.43
09/16/2021 ,14,54.96
09/16/2021 ,15,60.17
09/16/2021 ,16,63.76
09/16/2021 ,17,65.49
09/16/2021 ,18,73.24
09/16/2021 ,19,98.48
09/16/2021 ,20,94.6
09/16/2021 ,21,81.23
09/16/2021 ,22,72.91
09/16/2021 ,23,66.04
09/16/2021 ,24,61.2
09/17/2021 ,1,60.97
09/17/2021 ,2,58.02
09/17/2021 ,3,59.64
09/17/2021 ,4,58.05
09/17/2021 ,5,61.36
09/17/2021 ,6,64.38
09/17/2021 ,7,67.58
09/17/2021 ,8,64.56
09/17/2021 ,9,51.72
09/17/2021 ,10,50.42
09/17/2021 ,11,48.12
09/17/2021 ,12,46.26
09/17/2021 ,13,46.5
09/17/2021 ,14,52.17
09/17/2021 ,15,56.76
09/17/2021 ,16,60.22
09/17/2021 ,17,64.12
09/17/2021 ,18,74.65
09/17/2021 ,19,99.93
09/17/2021 ,20,92.15
09/17/2021 ,21,76.78
09/17/2021 ,22,73.12
09/17/2021 ,23,71.25
09/17/2021 ,24,65.13
09/18/2021 ,1,61.2
09/18/2021 ,2,60.12
09/18/2021 ,3,58.85
09/18/2021 ,4,58.33
09/18/2021 ,5,58.43
09/18/2021 ,6,59.72
09/18/2021 ,7,62.31
09/18/2021 ,8,57.77
09/18/2021 ,9,42.57
09/18/2021 ,10,37.26
09/18/2021 ,11,33.9
09/18/2021 ,12,30.41
09/18/2021 ,13,31.86
09/18/2021 ,14,33.91
09/18/2021 ,15,39.19
09/18/2021 ,16,45.09
09/18/2021 ,17,49.67
09/18/2021 ,18,68.1
09/18/2021 ,19,82.45
09/18/2021 ,20,83.92
09/18/2021 ,21,69
09/18/2021 ,22,67.11
09/18/2021 ,23,65.8
09/18/2021 ,24,61.92
09/19/2021 ,1,57.2
09/19/2021 ,2,55.15
09/19/2021 ,3,53.94
09/19/2021 ,4,53.87
09/19/2021 ,5,53.38
09/19/2021 ,6,56.01
09/19/2021 ,7,56.73
09/19/2021 ,8,53.07
09/19/2021 ,9,30.36
09/19/2021 ,10,33.2
09/19/2021 ,11,29.49
09/19/2021 ,12,31.81
09/19/2021 ,13,32.79
09/19/2021 ,14,33.49
09/19/2021 ,15,35.92
09/19/2021 ,16,44.22
09/19/2021 ,17,45.47
09/19/2021 ,18,65.82
09/19/2021 ,19,81.56
09/19/2021 ,20,83.06
09/19/2021 ,21,72.45
09/19/2021 ,22,68.91
