Date,Hour,Target
11/20/2020 ,22,40.82
11/20/2020 ,23,38.77
11/20/2020 ,24,34.4
11/21/2020 ,1,32.29
11/21/2020 ,2,31.62
11/21/2020 ,3,30.98
11/21/2020 ,4,31.24
11/21/2020 ,5,32.07
11/21/2020 ,6,35.12
11/21/2020 ,7,38.18
11/21/2020 ,8,34.02
11/21/2020 ,9,28.79
11/21/2020 ,10,26.97
11/21/2020 ,11,25.64
11/21/2020 ,12,25.11
11/21/2020 ,13,24.48
11/21/2020 ,14,25.6
11/21/2020 ,15,28.54
11/21/2020 ,16,34.8
11/21/2020 ,17,44.45
11/21/2020 ,18,61.46
11/21/2020 ,19,46.45
11/21/2020 ,20,45.86
11/21/2020 ,21,43.1
11/21/2020 ,22,39.18
11/21/2020 ,23,38.15
11/21/2020 ,24,35.01
11/22/2020 ,1,33.33
11/22/2020 ,2,32.81
11/22/2020 ,3,31.35
11/22/2020 ,4,32.09
11/22/2020 ,5,34.16
11/22/2020 ,6,36.16
11/22/2020 ,7,37.95
11/22/2020 ,8,34.5
11/22/2020 ,9,28.09
11/22/2020 ,10,21.72
11/22/2020 ,11,19.73
11/22/2020 ,12,20.09
11/22/2020 ,13,19.61
11/22/2020 ,14,20.34
11/22/2020 ,15,26.69
11/22/2020 ,16,35.53
11/22/2020 ,17,46.3
11/22/2020 ,18,58.45
11/22/2020 ,19,46.7
11/22/2020 ,20,43.55
11/22/2020 ,21,39.33
11/22/2020 ,22,37.25
11/22/2020 ,23,33.75
11/22/2020 ,24,31.3
11/23/2020 ,1,31.42
11/23/2020 ,2,30.49
11/23/2020 ,3,30.35
11/23/2020 ,4,30.18
11/23/2020 ,5,31.8
11/23/2020 ,6,37.83
11/23/2020 ,7,45.24
11/23/2020 ,8,39.47
11/23/2020 ,9,36.31
11/23/2020 ,10,33.14
11/23/2020 ,11,31.76
11/23/2020 ,12,29.51
11/23/2020 ,13,29.23
11/23/2020 ,14,23.75
11/23/2020 ,15,29.55
11/23/2020 ,16,33.56
11/23/2020 ,17,41.27
11/23/2020 ,18,55.76
11/23/2020 ,19,45.91
11/23/2020 ,20,44.06
11/23/2020 ,21,40.13
11/23/2020 ,22,40.53
11/23/2020 ,23,34.85
11/23/2020 ,24,33.38
11/24/2020 ,1,31.07
11/24/2020 ,2,31.23
11/24/2020 ,3,31.15
11/24/2020 ,4,31.74
11/24/2020 ,5,34.55
11/24/2020 ,6,39.52
11/24/2020 ,7,52.45
11/24/2020 ,8,39.22
11/24/2020 ,9,32.06
11/24/2020 ,10,30.85
11/24/2020 ,11,28.46
11/24/2020 ,12,27.1
11/24/2020 ,13,27.09
11/24/2020 ,14,28.12
11/24/2020 ,15,30
11/24/2020 ,16,37.85
11/24/2020 ,17,51.55
11/24/2020 ,18,66.12
11/24/2020 ,19,52.3
11/24/2020 ,20,54.84
11/24/2020 ,21,49.93
11/24/2020 ,22,43.45
11/24/2020 ,23,39.2
11/24/2020 ,24,36.9
11/25/2020 ,1,33.72
11/25/2020 ,2,32.11
11/25/2020 ,3,30.99
11/25/2020 ,4,31.27
11/25/2020 ,5,32.43
11/25/2020 ,6,38.87
11/25/2020 ,7,47.25
11/25/2020 ,8,39.39
11/25/2020 ,9,32.42
11/25/2020 ,10,29.77
11/25/2020 ,11,28.09
11/25/2020 ,12,26.05
11/25/2020 ,13,25.48
11/25/2020 ,14,24.41
11/25/2020 ,15,27
11/25/2020 ,16,34.58
11/25/2020 ,17,43.21
11/25/2020 ,18,56.63
11/25/2020 ,19,50.09
11/25/2020 ,20,45.23
11/25/2020 ,21,40.39
11/25/2020 ,22,38.94
11/25/2020 ,23,35.12
11/25/2020 ,24,33.3
11/26/2020 ,1,30.59
11/26/2020 ,2,29.98
11/26/2020 ,3,29.59
11/26/2020 ,4,29.71
11/26/2020 ,5,30.4
11/26/2020 ,6,37.68
11/26/2020 ,7,39.81
11/26/2020 ,8,32.42
11/26/2020 ,9,27.93
11/26/2020 ,10,26.98
11/26/2020 ,11,25.97
11/26/2020 ,12,24.49
11/26/2020 ,13,24.52
11/26/2020 ,14,23.77
11/26/2020 ,15,23.07
11/26/2020 ,16,30.09
11/26/2020 ,17,40.46
11/26/2020 ,18,46.85
11/26/2020 ,19,40.09
11/26/2020 ,20,38.95
11/26/2020 ,21,39.64
11/26/2020 ,22,38.59
11/26/2020 ,23,35.08
11/26/2020 ,24,34.5
11/27/2020 ,1,33.67
11/27/2020 ,2,32.52
11/27/2020 ,3,31.22
11/27/2020 ,4,31.2
11/27/2020 ,5,32.17
11/27/2020 ,6,39.4
11/27/2020 ,7,46.08
11/27/2020 ,8,36.35
11/27/2020 ,9,31.76
11/27/2020 ,10,28.63
11/27/2020 ,11,26.89
11/27/2020 ,12,26.67
11/27/2020 ,13,27.74
11/27/2020 ,14,24.41
11/27/2020 ,15,26.29
11/27/2020 ,16,33.8
11/27/2020 ,17,46.73
11/27/2020 ,18,56.44
11/27/2020 ,19,48.04
11/27/2020 ,20,47.93
11/27/2020 ,21,46
11/27/2020 ,22,41.67
11/27/2020 ,23,37.24
11/27/2020 ,24,35.95
11/28/2020 ,1,32.16
11/28/2020 ,2,31.12
11/28/2020 ,3,31.83
11/28/2020 ,4,31.39
11/28/2020 ,5,32.17
11/28/2020 ,6,36.47
11/28/2020 ,7,41.3
11/28/2020 ,8,33.43
11/28/2020 ,9,26.94
11/28/2020 ,10,24.02
11/28/2020 ,11,22.81
11/28/2020 ,12,22.5
11/28/2020 ,13,21.18
11/28/2020 ,14,17.64
11/28/2020 ,15,21.5
11/28/2020 ,16,31.3
11/28/2020 ,17,42.17
11/28/2020 ,18,53.42
11/28/2020 ,19,47.33
11/28/2020 ,20,43.45
11/28/2020 ,21,42.13
11/28/2020 ,22,38.8
11/28/2020 ,23,34.86
11/28/2020 ,24,33.5
11/29/2020 ,1,31.98
11/29/2020 ,2,32.44
11/29/2020 ,3,32.21
11/29/2020 ,4,32.05
11/29/2020 ,5,32.48
11/29/2020 ,6,37.12
11/29/2020 ,7,38.43
11/29/2020 ,8,33.46
11/29/2020 ,9,26.81
11/29/2020 ,10,21.14
11/29/2020 ,11,20.17
11/29/2020 ,12,18.51
11/29/2020 ,13,17.27
11/29/2020 ,14,14.51
11/29/2020 ,15,20.86
11/29/2020 ,16,32.11
11/29/2020 ,17,42.12
11/29/2020 ,18,56.53
11/29/2020 ,19,49
11/29/2020 ,20,47.77
11/29/2020 ,21,43.96
11/29/2020 ,22,38.96
11/29/2020 ,23,36.54
11/29/2020 ,24,33.43
11/30/2020 ,1,32.59
11/30/2020 ,2,31.23
11/30/2020 ,3,30.68
11/30/2020 ,4,31.09
11/30/2020 ,5,33.22
11/30/2020 ,6,41.86
11/30/2020 ,7,48.05
11/30/2020 ,8,40.34
11/30/2020 ,9,32.13
11/30/2020 ,10,31.16
11/30/2020 ,11,29.57
11/30/2020 ,12,28.27
11/30/2020 ,13,27.08
11/30/2020 ,14,27.25
11/30/2020 ,15,27.51
11/30/2020 ,16,35.68
11/30/2020 ,17,48.69
11/30/2020 ,18,67.58
11/30/2020 ,19,51.98
11/30/2020 ,20,48.58
11/30/2020 ,21,43.49
11/30/2020 ,22,38.68
11/30/2020 ,23,37.24
11/30/2020 ,24,33.1
12/01/2020 ,1,33.73
12/01/2020 ,2,32.71
12/01/2020 ,3,32.29
12/01/2020 ,4,32.57
12/01/2020 ,5,33.72
12/01/2020 ,6,44.66
12/01/2020 ,7,64.69
12/01/2020 ,8,45.53
12/01/2020 ,9,35.23
12/01/2020 ,10,33.01
12/01/2020 ,11,31.72
12/01/2020 ,12,29.84
12/01/2020 ,13,28.95
12/01/2020 ,14,30.05
12/01/2020 ,15,31.02
12/01/2020 ,16,40.62
12/01/2020 ,17,54.06
12/01/2020 ,18,76.7
12/01/2020 ,19,58.07
12/01/2020 ,20,52.63
12/01/2020 ,21,49.75
12/01/2020 ,22,46.67
12/01/2020 ,23,42.54
12/01/2020 ,24,38.02
12/02/2020 ,1,35.23
12/02/2020 ,2,32.91
12/02/2020 ,3,32.35
12/02/2020 ,4,32.26
12/02/2020 ,5,33.83
12/02/2020 ,6,43.91
12/02/2020 ,7,60.04
12/02/2020 ,8,43.85
12/02/2020 ,9,35.31
12/02/2020 ,10,30.94
12/02/2020 ,11,30.13
12/02/2020 ,12,29.65
12/02/2020 ,13,28.67
12/02/2020 ,14,29.57
12/02/2020 ,15,31.12
12/02/2020 ,16,40.53
12/02/2020 ,17,53.43
12/02/2020 ,18,75.24
12/02/2020 ,19,58.01
12/02/2020 ,20,52.23
12/02/2020 ,21,46.88
12/02/2020 ,22,44.33
12/02/2020 ,23,42.92
12/02/2020 ,24,36.38
12/03/2020 ,1,37.07
12/03/2020 ,2,34.84
12/03/2020 ,3,33.61
12/03/2020 ,4,33.62
12/03/2020 ,5,35.72
12/03/2020 ,6,42.94
12/03/2020 ,7,58.35
12/03/2020 ,8,44.43
12/03/2020 ,9,38.52
12/03/2020 ,10,34.18
12/03/2020 ,11,32.02
12/03/2020 ,12,30.18
12/03/2020 ,13,29.84
12/03/2020 ,14,30.27
12/03/2020 ,15,32.25
12/03/2020 ,16,42.65
12/03/2020 ,17,55.88
12/03/2020 ,18,74.2
12/03/2020 ,19,62.9
12/03/2020 ,20,59.61
12/03/2020 ,21,56.2
12/03/2020 ,22,49.49
12/03/2020 ,23,47.45
12/03/2020 ,24,39.32
12/04/2020 ,1,37.56
12/04/2020 ,2,34.38
12/04/2020 ,3,34.58
12/04/2020 ,4,34.68
12/04/2020 ,5,36.61
12/04/2020 ,6,48.87
12/04/2020 ,7,64.26
12/04/2020 ,8,49.65
12/04/2020 ,9,37.99
12/04/2020 ,10,32.64
12/04/2020 ,11,31.5
12/04/2020 ,12,29.61
12/04/2020 ,13,27.67
12/04/2020 ,14,28.65
12/04/2020 ,15,32.31
12/04/2020 ,16,40.39
12/04/2020 ,17,57.06
12/04/2020 ,18,69.5
12/04/2020 ,19,58.81
12/04/2020 ,20,57.83
12/04/2020 ,21,52.48
12/04/2020 ,22,47.27
12/04/2020 ,23,45.87
12/04/2020 ,24,38.02
12/05/2020 ,1,39
12/05/2020 ,2,36.78
12/05/2020 ,3,34.54
12/05/2020 ,4,33.59
12/05/2020 ,5,34.34
12/05/2020 ,6,37.7
12/05/2020 ,7,48.05
12/05/2020 ,8,37.44
12/05/2020 ,9,33.44
12/05/2020 ,10,29.75
12/05/2020 ,11,27.04
12/05/2020 ,12,26.23
12/05/2020 ,13,25.4
12/05/2020 ,14,26.46
12/05/2020 ,15,27.66
12/05/2020 ,16,38.11
12/05/2020 ,17,52.52
12/05/2020 ,18,69.93
12/05/2020 ,19,58.75
12/05/2020 ,20,53.8
12/05/2020 ,21,51.11
12/05/2020 ,22,45.54
12/05/2020 ,23,39.32
12/05/2020 ,24,36.84
12/06/2020 ,1,36.83
12/06/2020 ,2,34.59
12/06/2020 ,3,33.79
12/06/2020 ,4,33.72
12/06/2020 ,5,34.69
12/06/2020 ,6,36.33
12/06/2020 ,7,40.46
12/06/2020 ,8,35.9
12/06/2020 ,9,30.5
12/06/2020 ,10,27.11
12/06/2020 ,11,25.86
12/06/2020 ,12,23.6
12/06/2020 ,13,24.54
12/06/2020 ,14,24.39
12/06/2020 ,15,27.53
12/06/2020 ,16,36.11
12/06/2020 ,17,46.47
12/06/2020 ,18,58.54
12/06/2020 ,19,58.56
12/06/2020 ,20,53.64
12/06/2020 ,21,48.17
12/06/2020 ,22,42.5
12/06/2020 ,23,38.15
12/06/2020 ,24,36.71
12/07/2020 ,1,33.57
12/07/2020 ,2,32.15
12/07/2020 ,3,31.65
12/07/2020 ,4,31.32
12/07/2020 ,5,32.17
12/07/2020 ,6,38.65
12/07/2020 ,7,57.97
12/07/2020 ,8,51.16
12/07/2020 ,9,38.89
12/07/2020 ,10,35.34
12/07/2020 ,11,31.06
12/07/2020 ,12,29.97
12/07/2020 ,13,30
12/07/2020 ,14,31.16
12/07/2020 ,15,33.46
12/07/2020 ,16,42.83
12/07/2020 ,17,56.89
12/07/2020 ,18,70.14
12/07/2020 ,19,64.22
12/07/2020 ,20,59.25
12/07/2020 ,21,53.31
12/07/2020 ,22,46.86
12/07/2020 ,23,44.08
12/07/2020 ,24,39.06
12/08/2020 ,1,34.96
12/08/2020 ,2,32.15
12/08/2020 ,3,31.66
12/08/2020 ,4,33.48
12/08/2020 ,5,34.44
12/08/2020 ,6,40.67
12/08/2020 ,7,62.86
12/08/2020 ,8,50.5
12/08/2020 ,9,35.88
12/08/2020 ,10,32.17
12/08/2020 ,11,29.62
12/08/2020 ,12,29.05
12/08/2020 ,13,30.09
12/08/2020 ,14,31.52
12/08/2020 ,15,34.05
12/08/2020 ,16,41.21
12/08/2020 ,17,57.44
12/08/2020 ,18,73.54
12/08/2020 ,19,60.68
12/08/2020 ,20,56.16
12/08/2020 ,21,52.05
12/08/2020 ,22,43.66
12/08/2020 ,23,40.39
12/08/2020 ,24,35.28
12/09/2020 ,1,32.5
12/09/2020 ,2,32.36
12/09/2020 ,3,30.76
12/09/2020 ,4,31.91
12/09/2020 ,5,31.68
12/09/2020 ,6,37.82
12/09/2020 ,7,53.05
12/09/2020 ,8,48.79
12/09/2020 ,9,36.24
12/09/2020 ,10,32.3
12/09/2020 ,11,29.89
12/09/2020 ,12,28.96
12/09/2020 ,13,28.03
12/09/2020 ,14,29.77
12/09/2020 ,15,31.95
12/09/2020 ,16,41.1
12/09/2020 ,17,54.76
12/09/2020 ,18,74.41
12/09/2020 ,19,59.35
12/09/2020 ,20,56.48
12/09/2020 ,21,49.64
12/09/2020 ,22,44.14
12/09/2020 ,23,39.78
12/09/2020 ,24,36.44
12/10/2020 ,1,39.46
12/10/2020 ,2,34.72
12/10/2020 ,3,33.68
12/10/2020 ,4,33.81
12/10/2020 ,5,33.93
12/10/2020 ,6,41.56
12/10/2020 ,7,57.79
12/10/2020 ,8,53.71
12/10/2020 ,9,42.01
12/10/2020 ,10,35.93
12/10/2020 ,11,31.07
12/10/2020 ,12,28.5
12/10/2020 ,13,26.39
12/10/2020 ,14,24.67
12/10/2020 ,15,26.47
12/10/2020 ,16,32.99
12/10/2020 ,17,44.92
12/10/2020 ,18,66.07
12/10/2020 ,19,53.8
12/10/2020 ,20,49.28
12/10/2020 ,21,45.1
12/10/2020 ,22,39.58
12/10/2020 ,23,38.33
12/10/2020 ,24,34.16
12/11/2020 ,1,30.85
12/11/2020 ,2,30.72
12/11/2020 ,3,30.65
12/11/2020 ,4,30.49
12/11/2020 ,5,31.66
12/11/2020 ,6,37.88
12/11/2020 ,7,48.01
12/11/2020 ,8,47.7
12/11/2020 ,9,37.83
12/11/2020 ,10,33.87
12/11/2020 ,11,31.49
12/11/2020 ,12,30.04
12/11/2020 ,13,29.59
12/11/2020 ,14,29.35
12/11/2020 ,15,31.73
12/11/2020 ,16,36.07
12/11/2020 ,17,45.63
12/11/2020 ,18,62.31
12/11/2020 ,19,51.27
12/11/2020 ,20,49.69
12/11/2020 ,21,46.8
12/11/2020 ,22,43.13
12/11/2020 ,23,37.88
12/11/2020 ,24,36.36
12/12/2020 ,1,32.71
12/12/2020 ,2,32.07
12/12/2020 ,3,31.83
12/12/2020 ,4,31.83
12/12/2020 ,5,32.65
12/12/2020 ,6,35.77
12/12/2020 ,7,39.05
12/12/2020 ,8,38.25
12/12/2020 ,9,37.3
12/12/2020 ,10,31.63
12/12/2020 ,11,28.82
12/12/2020 ,12,27.81
12/12/2020 ,13,24.18
12/12/2020 ,14,26.19
12/12/2020 ,15,28.27
12/12/2020 ,16,33.15
12/12/2020 ,17,44.21
12/12/2020 ,18,60.28
12/12/2020 ,19,57.01
12/12/2020 ,20,57.32
12/12/2020 ,21,56.38
12/12/2020 ,22,52.12
12/12/2020 ,23,42.49
12/12/2020 ,24,38.49
12/13/2020 ,1,41.28
12/13/2020 ,2,37.25
12/13/2020 ,3,37.78
12/13/2020 ,4,37.02
12/13/2020 ,5,37.06
12/13/2020 ,6,38.41
12/13/2020 ,7,40.26
12/13/2020 ,8,37.79
12/13/2020 ,9,34.33
12/13/2020 ,10,31.56
12/13/2020 ,11,28.81
12/13/2020 ,12,28.73
12/13/2020 ,13,28.66
12/13/2020 ,14,29.97
12/13/2020 ,15,34.82
12/13/2020 ,16,39.46
12/13/2020 ,17,52.19
12/13/2020 ,18,67.51
12/13/2020 ,19,63.45
12/13/2020 ,20,57.46
12/13/2020 ,21,51.02
12/13/2020 ,22,43.89
12/13/2020 ,23,39.49
12/13/2020 ,24,35.3
12/14/2020 ,1,32.73
12/14/2020 ,2,31.49
12/14/2020 ,3,30.05
12/14/2020 ,4,30.22
12/14/2020 ,5,32.78
12/14/2020 ,6,39.18
12/14/2020 ,7,52.04
12/14/2020 ,8,51.16
12/14/2020 ,9,37.19
12/14/2020 ,10,31.66
12/14/2020 ,11,29.49
12/14/2020 ,12,28.98
12/14/2020 ,13,26.98
12/14/2020 ,14,25.49
12/14/2020 ,15,28.9
12/14/2020 ,16,34.99
12/14/2020 ,17,54.11
12/14/2020 ,18,73.71
12/14/2020 ,19,62.65
12/14/2020 ,20,60.14
12/14/2020 ,21,57.04
12/14/2020 ,22,49.47
12/14/2020 ,23,46.64
12/14/2020 ,24,39.96
12/15/2020 ,1,38.81
12/15/2020 ,2,36.23
12/15/2020 ,3,36.51
12/15/2020 ,4,35.64
12/15/2020 ,5,40.17
12/15/2020 ,6,47.28
12/15/2020 ,7,64.11
12/15/2020 ,8,64.11
12/15/2020 ,9,41.92
12/15/2020 ,10,39.02
12/15/2020 ,11,33.21
12/15/2020 ,12,32
12/15/2020 ,13,31.46
12/15/2020 ,14,29.7
12/15/2020 ,15,32.86
12/15/2020 ,16,42.63
12/15/2020 ,17,61.54
12/15/2020 ,18,81.86
12/15/2020 ,19,72.35
12/15/2020 ,20,67.49
12/15/2020 ,21,65.41
12/15/2020 ,22,55.81
12/15/2020 ,23,46.64
12/15/2020 ,24,41.24
12/16/2020 ,1,40.9
12/16/2020 ,2,36.84
12/16/2020 ,3,35.91
12/16/2020 ,4,35.68
12/16/2020 ,5,38.37
12/16/2020 ,6,44.7
12/16/2020 ,7,62.18
12/16/2020 ,8,60.57
12/16/2020 ,9,45.55
12/16/2020 ,10,39.49
12/16/2020 ,11,36.75
12/16/2020 ,12,34.31
12/16/2020 ,13,33.04
12/16/2020 ,14,33.01
12/16/2020 ,15,38.28
12/16/2020 ,16,42.85
12/16/2020 ,17,60.78
12/16/2020 ,18,77.41
12/16/2020 ,19,70.83
12/16/2020 ,20,62.51
12/16/2020 ,21,59.97
12/16/2020 ,22,52.29
12/16/2020 ,23,45.69
12/16/2020 ,24,40.38
12/17/2020 ,1,43.28
12/17/2020 ,2,38.42
12/17/2020 ,3,37
12/17/2020 ,4,34.41
12/17/2020 ,5,36.96
12/17/2020 ,6,42.15
12/17/2020 ,7,54.19
12/17/2020 ,8,55.48
12/17/2020 ,9,42.29
12/17/2020 ,10,36.77
12/17/2020 ,11,31.71
12/17/2020 ,12,30.06
12/17/2020 ,13,27.61
12/17/2020 ,14,27.53
12/17/2020 ,15,28.7
12/17/2020 ,16,36.74
12/17/2020 ,17,48.89
12/17/2020 ,18,66.67
12/17/2020 ,19,59.55
12/17/2020 ,20,50.78
12/17/2020 ,21,46.3
12/17/2020 ,22,45.33
12/17/2020 ,23,39.58
12/17/2020 ,24,38.44
12/18/2020 ,1,30.8
12/18/2020 ,2,30.26
12/18/2020 ,3,31.16
12/18/2020 ,4,31.29
12/18/2020 ,5,33.81
12/18/2020 ,6,41.01
12/18/2020 ,7,55.71
12/18/2020 ,8,54.02
12/18/2020 ,9,38.21
12/18/2020 ,10,31.59
12/18/2020 ,11,28.79
12/18/2020 ,12,28.37
12/18/2020 ,13,27.17
12/18/2020 ,14,26.38
12/18/2020 ,15,28.31
12/18/2020 ,16,36.06
12/18/2020 ,17,54.06
12/18/2020 ,18,71.69
12/18/2020 ,19,61.54
12/18/2020 ,20,56.03
12/18/2020 ,21,53.48
12/18/2020 ,22,48.78
12/18/2020 ,23,43.9
12/18/2020 ,24,40.55
12/19/2020 ,1,36.09
12/19/2020 ,2,32.37
12/19/2020 ,3,31.53
12/19/2020 ,4,31.06
12/19/2020 ,5,32.47
12/19/2020 ,6,37.15
12/19/2020 ,7,46.17
12/19/2020 ,8,38.42
12/19/2020 ,9,32.63
12/19/2020 ,10,28.4
12/19/2020 ,11,25.52
12/19/2020 ,12,22.26
12/19/2020 ,13,20.29
12/19/2020 ,14,20.04
12/19/2020 ,15,24.82
12/19/2020 ,16,33.54
12/19/2020 ,17,50.1
12/19/2020 ,18,66.47
12/19/2020 ,19,58.51
12/19/2020 ,20,54.72
12/19/2020 ,21,52.09
12/19/2020 ,22,45.02
12/19/2020 ,23,42.28
12/19/2020 ,24,36.26
12/20/2020 ,1,33.68
12/20/2020 ,2,33.09
12/20/2020 ,3,31.71
12/20/2020 ,4,31.93
12/20/2020 ,5,32.66
12/20/2020 ,6,37.85
12/20/2020 ,7,46.84
12/20/2020 ,8,37.47
12/20/2020 ,9,28.37
12/20/2020 ,10,23.88
12/20/2020 ,11,19.87
12/20/2020 ,12,18.43
12/20/2020 ,13,17.65
12/20/2020 ,14,17.91
12/20/2020 ,15,22.45
12/20/2020 ,16,34.78
12/20/2020 ,17,49.91
12/20/2020 ,18,65.51
12/20/2020 ,19,57.14
12/20/2020 ,20,52.89
12/20/2020 ,21,50.47
12/20/2020 ,22,43.13
12/20/2020 ,23,41.87
12/20/2020 ,24,35.71
12/21/2020 ,1,31.81
12/21/2020 ,2,30.67
12/21/2020 ,3,30.57
12/21/2020 ,4,30.74
12/21/2020 ,5,32.15
12/21/2020 ,6,38.81
12/21/2020 ,7,53.49
12/21/2020 ,8,52.76
12/21/2020 ,9,35.94
12/21/2020 ,10,29.74
12/21/2020 ,11,27.9
12/21/2020 ,12,27.6
12/21/2020 ,13,26.31
12/21/2020 ,14,26.97
12/21/2020 ,15,28.62
12/21/2020 ,16,40.04
12/21/2020 ,17,54.23
12/21/2020 ,18,68.36
12/21/2020 ,19,62.57
12/21/2020 ,20,53.53
12/21/2020 ,21,51.27
12/21/2020 ,22,45.09
12/21/2020 ,23,40.86
12/21/2020 ,24,36.34
12/22/2020 ,1,33.91
12/22/2020 ,2,32.6
12/22/2020 ,3,31.04
12/22/2020 ,4,31.31
12/22/2020 ,5,32.81
12/22/2020 ,6,37.76
12/22/2020 ,7,46.4
12/22/2020 ,8,42.74
12/22/2020 ,9,34.08
12/22/2020 ,10,30.08
12/22/2020 ,11,28.31
12/22/2020 ,12,25.77
12/22/2020 ,13,25.01
12/22/2020 ,14,25.94
12/22/2020 ,15,28.36
12/22/2020 ,16,33.67
12/22/2020 ,17,44.92
12/22/2020 ,18,59.59
12/22/2020 ,19,56.64
12/22/2020 ,20,49.16
12/22/2020 ,21,49.44
12/22/2020 ,22,45.11
12/22/2020 ,23,43.25
12/22/2020 ,24,37.88
12/23/2020 ,1,32.2
12/23/2020 ,2,31.57
12/23/2020 ,3,31.22
12/23/2020 ,4,31.14
12/23/2020 ,5,32.08
12/23/2020 ,6,36.06
12/23/2020 ,7,46.88
12/23/2020 ,8,48.13
12/23/2020 ,9,41.24
12/23/2020 ,10,34.96
12/23/2020 ,11,32.15
12/23/2020 ,12,30.07
12/23/2020 ,13,28.64
12/23/2020 ,14,28.82
12/23/2020 ,15,30.5
12/23/2020 ,16,41.29
12/23/2020 ,17,50.73
12/23/2020 ,18,62.24
12/23/2020 ,19,57.52
12/23/2020 ,20,53.16
12/23/2020 ,21,52.1
12/23/2020 ,22,45.06
12/23/2020 ,23,41.45
12/23/2020 ,24,39.09
12/24/2020 ,1,34.82
12/24/2020 ,2,32.45
12/24/2020 ,3,31.66
12/24/2020 ,4,31.19
12/24/2020 ,5,32.26
12/24/2020 ,6,37.29
12/24/2020 ,7,43.69
12/24/2020 ,8,44.18
12/24/2020 ,9,42.52
12/24/2020 ,10,39.39
12/24/2020 ,11,37.25
12/24/2020 ,12,34.62
12/24/2020 ,13,33.88
12/24/2020 ,14,33.93
12/24/2020 ,15,36.45
12/24/2020 ,16,44.39
12/24/2020 ,17,53.42
12/24/2020 ,18,60.11
12/24/2020 ,19,55.33
12/24/2020 ,20,52.75
12/24/2020 ,21,52.71
12/24/2020 ,22,46.05
12/24/2020 ,23,44.84
12/24/2020 ,24,39.36
12/25/2020 ,1,38.95
12/25/2020 ,2,34.13
12/25/2020 ,3,33.65
12/25/2020 ,4,32.54
12/25/2020 ,5,33.71
12/25/2020 ,6,36.43
12/25/2020 ,7,40.83
12/25/2020 ,8,38.2
12/25/2020 ,9,30.01
12/25/2020 ,10,27.22
12/25/2020 ,11,25.52
12/25/2020 ,12,21.5
12/25/2020 ,13,21.82
12/25/2020 ,14,20.89
12/25/2020 ,15,26.96
12/25/2020 ,16,34.13
12/25/2020 ,17,46.97
12/25/2020 ,18,62.49
12/25/2020 ,19,50.56
12/25/2020 ,20,51.3
12/25/2020 ,21,46.87
12/25/2020 ,22,42
12/25/2020 ,23,39.8
12/25/2020 ,24,36.05
12/26/2020 ,1,35.03
12/26/2020 ,2,31.55
12/26/2020 ,3,34.12
12/26/2020 ,4,31.48
12/26/2020 ,5,32.6
12/26/2020 ,6,35.97
12/26/2020 ,7,40.11
12/26/2020 ,8,35.43
12/26/2020 ,9,29.1
12/26/2020 ,10,21.56
12/26/2020 ,11,15.82
12/26/2020 ,12,10.47
12/26/2020 ,13,9.86
12/26/2020 ,14,8.8
12/26/2020 ,15,15.28
12/26/2020 ,16,30.15
12/26/2020 ,17,41.63
12/26/2020 ,18,61.38
12/26/2020 ,19,54.8
12/26/2020 ,20,52.94
12/26/2020 ,21,47.74
12/26/2020 ,22,46.53
12/26/2020 ,23,44.78
12/26/2020 ,24,39.35
12/27/2020 ,1,32.85
12/27/2020 ,2,33.83
12/27/2020 ,3,33.44
12/27/2020 ,4,33.59
12/27/2020 ,5,33.92
12/27/2020 ,6,36.24
12/27/2020 ,7,41.76
12/27/2020 ,8,39.67
12/27/2020 ,9,33.55
12/27/2020 ,10,31.27
12/27/2020 ,11,29.56
12/27/2020 ,12,28.08
12/27/2020 ,13,27.1
12/27/2020 ,14,26.89
12/27/2020 ,15,28.7
12/27/2020 ,16,36.58
12/27/2020 ,17,52.76
12/27/2020 ,18,74.02
12/27/2020 ,19,60.59
12/27/2020 ,20,50.94
12/27/2020 ,21,45.18
12/27/2020 ,22,41.96
12/27/2020 ,23,39.13
12/27/2020 ,24,37.07
12/28/2020 ,1,33.66
12/28/2020 ,2,31.78
12/28/2020 ,3,31.25
12/28/2020 ,4,31.26
12/28/2020 ,5,33.34
12/28/2020 ,6,39.01
12/28/2020 ,7,46
12/28/2020 ,8,45.72
12/28/2020 ,9,43.71
12/28/2020 ,10,42.51
12/28/2020 ,11,39.19
12/28/2020 ,12,35.74
12/28/2020 ,13,33.77
12/28/2020 ,14,32.95
12/28/2020 ,15,33.66
12/28/2020 ,16,40.25
12/28/2020 ,17,51.62
12/28/2020 ,18,68.91
12/28/2020 ,19,61.73
12/28/2020 ,20,55.11
12/28/2020 ,21,52.55
12/28/2020 ,22,45.82
12/28/2020 ,23,42.12
12/28/2020 ,24,39.11
12/29/2020 ,1,34.1
12/29/2020 ,2,33.84
12/29/2020 ,3,33.37
12/29/2020 ,4,33.39
12/29/2020 ,5,34.41
12/29/2020 ,6,43.16
12/29/2020 ,7,55.59
12/29/2020 ,8,52.94
12/29/2020 ,9,41.29
12/29/2020 ,10,33.45
12/29/2020 ,11,30.51
12/29/2020 ,12,27.72
12/29/2020 ,13,24.28
12/29/2020 ,14,21.74
12/29/2020 ,15,24.85
12/29/2020 ,16,33.29
12/29/2020 ,17,43.85
12/29/2020 ,18,63.99
12/29/2020 ,19,58.6
